,ITA,SSIM
1502,-35.45333333333333,0.9999851584434509
1503,-35.45333333333333,0.9999832510948181
1504,-35.45333333333333,0.9999802708625793
1505,-35.45333333333333,0.9999794960021973
1506,-35.45333333333333,0.9999790191650391
1507,-35.45333333333333,0.9999818205833435
1547,-42.13,0.9999825159708658
1548,-42.13,0.9999825159708658
1549,-42.13,0.999982754389445
1550,-42.13,0.9999809265136719
1551,-42.13,0.9999799728393555
1552,-42.13,0.9999775886535645
1553,-42.13,0.9999744892120361
1554,-42.13,0.9999761581420898
1555,-42.13,0.9999751249949137
1556,-42.13,0.9999757607777914
1557,-42.13,0.9999761581420898
1558,-42.13,0.9999748865763346
1559,-42.13,0.9999767939249674
1599,-39.06666666666666,0.9999810854593912
1600,-39.06666666666666,0.9999802907307943
1601,-39.06666666666666,0.9999814033508301
1602,-39.06666666666666,0.9999821980794271
1603,-39.06666666666666,0.9999813238779703
1604,-39.06666666666666,0.9999826749165853
1605,-39.06666666666666,0.9999823570251465
1606,-39.06666666666666,0.9999824364980062
1607,-39.06666666666666,0.9999801317850748
1608,-39.06666666666666,0.9999796549479166
1609,-39.06666666666666,0.9999777475992838
1610,-39.06666666666666,0.9999755223592123
1611,-39.06666666666666,0.9999815622965494
1651,-42.056666666666665,0.9999774297078451
1652,-42.056666666666665,0.9999788602193197
1653,-42.056666666666665,0.9999791781107584
1654,-42.056666666666665,0.9999797344207764
1655,-42.056666666666665,0.9999820391337076
1656,-42.056666666666665,0.999982754389445
1657,-42.056666666666665,0.999982992808024
1658,-42.056666666666665,0.9999808470408121
1659,-42.056666666666665,0.9999772707621256
1660,-42.056666666666665,0.9999744892120361
1661,-42.056666666666665,0.9999767939249674
1662,-42.056666666666665,0.9999765555063883
1663,-42.056666666666665,0.9999798933664957
1703,-34.974000000000004,0.999977191289266
1704,-34.974000000000004,0.9999777475992838
1705,-34.974000000000004,0.9999792575836182
1706,-34.974000000000004,0.9999790191650391
1707,-34.974000000000004,0.999977191289266
1708,-34.974000000000004,0.9999790191650391
1709,-34.974000000000004,0.9999788602193197
1710,-34.974000000000004,0.999976634979248
1711,-34.974000000000004,0.9999697208404541
1712,-34.974000000000004,0.999970277150472
1713,-34.974000000000004,0.9999703566233317
1714,-34.974000000000004,0.9999725023905436
1715,-34.974000000000004,0.9999776681264242
1755,-19.218,0.9999728202819824
1756,-19.218,0.9999731381734213
1757,-19.218,0.9999722639719645
1758,-19.218,0.999971071879069
1759,-19.218,0.999970277150472
1760,-19.218,0.9999698003133138
1761,-19.218,0.9999683698018392
1762,-19.218,0.9999688466389974
1763,-19.218,0.9999643961588541
1764,-19.218,0.9999612967173258
1765,-19.218,0.9999594688415527
1766,-19.218,0.9999599456787109
1767,-19.218,0.9999612172444662
1807,-3.536,0.9999845822652181
1808,-3.536,0.9999855359395345
1809,-3.536,0.9999844233194987
1810,-3.536,0.9999844233194987
1811,-3.536,0.9999842643737793
1812,-3.536,0.9999818007151285
1813,-3.536,0.9999793370564779
1814,-3.536,0.9999785423278809
1815,-3.536,0.9999756018320719
1816,-3.536,0.9999771118164062
1817,-3.536,0.9999771118164062
1818,-3.536,0.9999775886535645
1819,-3.536,0.9999784628550211
